id,origen,fuente,no_enviar_email,no_llamar,compra,visitas_total,tiempo_en_site_total,paginas_vistas_visita,ult_actividad,ambito,ocupacion,conociste_google,conociste_revista,conociste_periodico,conociste_youtube,conociste_facebook,conociste_referencias,score_actividad,score_perfil,descarga_lm
653656,API,Organic Search,No,No,0,3.0,144,3.0,Email Opened,,,No,No,No,No,No,No,13.0,15.0,No
644624,Landing Page Submission,Google,Yes,No,0,4.0,125,4.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,13.0,17.0,No
595464,API,Organic Search,No,No,1,7.0,1247,7.0,Email Opened,Finance Management,,No,No,No,No,No,No,,,Yes
653297,Landing Page Submission,Direct Traffic,No,No,0,2.0,364,2.0,SMS Sent,Operations Management,,No,No,No,No,No,No,13.0,18.0,Yes
605423,Landing Page Submission,Direct Traffic,No,No,0,2.0,882,2.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,Yes
614665,Landing Page Submission,Google,No,No,0,3.0,165,3.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,No
607688,Landing Page Submission,Direct Traffic,No,No,0,4.0,436,4.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
650678,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
657032,Landing Page Submission,Referral Sites,No,No,1,6.0,863,6.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,16.0,17.0,Yes
582194,API,Organic Search,No,No,0,6.0,309,3.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,16.0,No
645601,API,Google,No,No,1,2.0,972,1.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
621280,Landing Page Submission,Google,Yes,No,0,6.0,652,3.0,Unsubscribed,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
605218,API,Google,Yes,No,0,2.0,176,2.0,Email Bounced,Select,Unemployed,No,No,No,No,No,No,,,No
583760,Landing Page Submission,Google,No,No,1,4.0,417,4.0,Form Submitted on Website,Finance Management,Working Professional,No,No,No,No,No,No,14.0,20.0,No
637953,Landing Page Submission,Direct Traffic,No,No,1,14.0,1336,2.8,Email Opened,"Banking, Investment And Insurance",,No,No,No,No,No,No,14.0,18.0,Yes
635574,Landing Page Submission,Direct Traffic,No,No,0,4.0,4,2.0,Email Opened,Rural and Agribusiness,,No,No,No,No,No,No,14.0,14.0,Yes
604359,Landing Page Submission,Google,No,No,1,4.0,1221,4.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
627521,Landing Page Submission,Direct Traffic,No,No,0,2.0,6,2.0,Email Opened,Media and Advertising,,No,No,No,No,No,No,,,Yes
639602,Lead Add Form,Reference,No,No,1,,1129,,,Select,Unemployed,No,No,No,No,No,No,14.0,17.0,No
628542,API,Google,No,No,0,2.0,547,1.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,11.0,15.0,No
614865,API,Google,No,No,1,2.0,252,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
652986,Landing Page Submission,Organic Search,No,No,1,3.0,1746,3.0,Page Visited on Website,Rural and Agribusiness,Unemployed,No,No,No,No,No,No,16.0,13.0,Yes
611844,API,Google,No,No,1,11.0,115,5.5,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
629654,Landing Page Submission,Direct Traffic,No,No,0,5.0,37,5.0,Email Opened,Business Administration,,No,No,No,No,No,No,,,Yes
647979,Lead Import,Facebook,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,14.0,14.0,No
601478,Landing Page Submission,Google,No,No,1,7.0,1662,3.5,Email Opened,"Banking, Investment And Insurance",,No,No,No,No,No,No,,,No
579851,API,Google,No,No,0,2.0,181,2.0,SMS Sent,,,No,No,No,No,No,No,14.0,15.0,No
584248,Landing Page Submission,Organic Search,Yes,No,0,4.0,348,4.0,Email Bounced,Business Administration,,No,No,No,No,No,No,14.0,17.0,Yes
623064,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
624586,Landing Page Submission,Google,No,No,0,4.0,98,4.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,No
580911,API,Organic Search,No,No,1,6.0,356,2.0,Email Opened,,,No,No,No,No,No,No,15.0,15.0,No
642242,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,17.0,15.0,No
597301,API,Google,No,No,0,2.0,334,1.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
599156,API,Google,No,No,0,3.0,45,3.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,,,No
610364,API,Organic Search,No,No,0,5.0,405,5.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
658756,Landing Page Submission,Referral Sites,No,No,0,12.0,493,12.0,Email Link Clicked,Marketing Management,,No,No,No,No,No,No,16.0,16.0,Yes
585574,API,Google,No,No,1,2.0,1306,1.0,SMS Sent,,,No,No,No,No,No,No,16.0,15.0,No
604883,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
581457,Landing Page Submission,Direct Traffic,No,No,1,2.0,31,2.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
614798,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
608807,Landing Page Submission,Direct Traffic,No,No,0,5.0,768,5.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
590140,API,Organic Search,No,No,1,3.0,1532,3.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
626317,Landing Page Submission,Google,Yes,No,0,1.0,233,1.0,Email Bounced,Select,Unemployed,No,No,No,No,No,No,,,No
652567,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,16.0,15.0,No
586315,Landing Page Submission,Direct Traffic,No,No,1,2.0,1099,2.0,Page Visited on Website,Supply Chain Management,Unemployed,No,No,No,No,No,No,16.0,18.0,Yes
622643,Landing Page Submission,Google,No,No,0,1.0,1403,1.0,Converted to Lead,Marketing Management,,No,No,No,No,No,No,,,No
643281,Lead Import,Facebook,No,No,1,0.0,0,0.0,Email Opened,Business Administration,Working Professional,No,No,No,No,No,No,15.0,16.0,No
589006,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Human Resource Management,Working Professional,No,No,No,No,No,No,14.0,17.0,No
581941,API,Google,No,No,0,8.0,393,2.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,16.0,14.0,No
653569,Landing Page Submission,Direct Traffic,Yes,No,0,6.0,357,2.0,Email Bounced,Supply Chain Management,,No,No,No,No,No,No,13.0,17.0,Yes
630385,API,Chat,No,No,1,3.0,1580,1.0,Page Visited on Website,Finance Management,,No,No,No,No,No,No,,,No
652410,Landing Page Submission,Direct Traffic,No,No,1,2.0,980,2.0,Email Opened,Finance Management,,No,No,No,No,No,No,13.0,18.0,Yes
593112,Landing Page Submission,Google,No,No,0,1.0,132,1.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,14.0,18.0,No
657620,API,Direct Traffic,No,No,0,11.0,10,5.5,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,12.0,15.0,No
606902,Landing Page Submission,Google,No,No,0,4.0,355,4.0,Page Visited on Website,Supply Chain Management,Student,No,No,No,No,No,No,,,No
653261,Landing Page Submission,Direct Traffic,No,No,1,2.0,813,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,19.0,Yes
582983,Landing Page Submission,Google,Yes,No,1,4.0,321,4.0,SMS Sent,Human Resource Management,Working Professional,No,No,No,No,No,No,14.0,20.0,No
604600,Landing Page Submission,Direct Traffic,No,No,0,2.0,739,2.0,Converted to Lead,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
591474,Landing Page Submission,Organic Search,No,No,0,11.0,282,11.0,Chat Conversation,Travel and Tourism,Unemployed,No,No,No,No,No,No,17.0,15.0,No
623380,API,Chat,Yes,No,0,0.0,0,0.0,Email Bounced,,,No,No,No,No,No,No,,,No
623713,Landing Page Submission,Google,No,No,0,4.0,374,4.0,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,,,No
587247,Landing Page Submission,Google,No,No,1,4.0,1280,2.0,Email Opened,Operations Management,Working Professional,No,No,No,No,No,No,14.0,16.0,No
654186,Lead Import,Facebook,No,No,0,,103,,,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
592704,API,Chat,No,No,0,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
660719,Landing Page Submission,Direct Traffic,No,No,0,1.0,305,1.0,Unreachable,Media and Advertising,Unemployed,No,No,No,No,No,No,13.0,17.0,No
599626,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Finance Management,Student,No,No,No,No,No,No,,,No
587108,Landing Page Submission,Google,No,No,1,5.0,752,2.5,Email Opened,Finance Management,,No,No,No,No,No,No,14.0,18.0,No
623770,Landing Page Submission,Direct Traffic,No,No,1,10.0,151,3.33,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
651477,API,Google,No,No,1,6.0,305,3.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
637203,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
606872,Landing Page Submission,Direct Traffic,Yes,No,0,10.0,1442,2.5,Unsubscribed,Finance Management,,No,No,No,No,No,No,11.0,18.0,No
633842,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
657092,API,Organic Search,No,No,0,11.0,188,5.5,Email Link Clicked,,,No,No,No,No,No,No,14.0,15.0,No
603431,Landing Page Submission,Direct Traffic,Yes,No,0,19.0,157,3.17,Page Visited on Website,E-COMMERCE,,No,No,No,No,No,No,,,Yes
638377,Landing Page Submission,Direct Traffic,No,No,0,3.0,1359,3.0,Page Visited on Website,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
638425,Landing Page Submission,Direct Traffic,No,No,0,3.0,349,3.0,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,14.0,13.0,Yes
591622,Landing Page Submission,Direct Traffic,No,No,0,3.0,986,3.0,SMS Sent,Finance Management,,No,No,No,No,No,No,14.0,16.0,Yes
641124,API,Google,No,No,0,3.0,38,1.5,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
603015,Landing Page Submission,Direct Traffic,No,No,0,2.0,402,2.0,Email Opened,Retail Management,Unemployed,No,No,No,No,No,No,,,Yes
653874,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,15.0,15.0,No
612698,Landing Page Submission,Google,Yes,No,0,2.0,1016,2.0,Email Bounced,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,No
641118,Landing Page Submission,Google,No,No,0,5.0,431,2.5,Email Opened,Marketing Management,,No,No,No,No,No,No,16.0,17.0,Yes
591384,Landing Page Submission,Organic Search,Yes,No,0,10.0,613,10.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No
593953,Landing Page Submission,Direct Traffic,No,No,1,3.0,1298,3.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,Yes
614511,Landing Page Submission,Direct Traffic,No,No,0,4.0,148,4.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
617346,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,No
582936,API,Chat,No,No,0,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No
615271,Landing Page Submission,Direct Traffic,No,No,0,2.0,91,2.0,Email Opened,Supply Chain Management,,No,No,No,No,No,No,,,Yes
610784,API,Direct Traffic,No,No,0,4.0,244,4.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
605787,API,Organic Search,No,No,0,4.0,1644,4.0,Email Opened,International Business,Student,No,No,No,No,No,No,,,No
600305,Landing Page Submission,Direct Traffic,No,No,0,2.0,138,2.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
627804,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
635375,Landing Page Submission,Google,No,No,0,11.0,210,2.2,Page Visited on Website,Finance Management,,No,No,No,No,No,No,11.0,18.0,No
622056,Landing Page Submission,Google,No,No,0,5.0,448,2.5,Page Visited on Website,Human Resource Management,,No,No,No,No,No,No,,,No
629482,Landing Page Submission,Direct Traffic,No,No,0,2.0,701,2.0,SMS Sent,Marketing Management,,No,No,No,No,No,No,,,Yes
632381,Landing Page Submission,Direct Traffic,No,No,0,6.0,52,2.0,Email Opened,International Business,Unemployed,No,No,No,No,No,No,,,Yes
585890,Landing Page Submission,Direct Traffic,No,No,0,9.0,87,1.8,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,17.0,17.0,Yes
620385,Landing Page Submission,Google,No,No,0,6.0,1049,2.0,Email Opened,Hospitality Management,Unemployed,No,No,No,No,No,No,14.0,15.0,No
625906,API,Direct Traffic,No,No,1,8.0,19,4.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
637048,API,Google,No,No,1,6.0,1411,1.5,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,15.0,18.0,No
603680,Landing Page Submission,Direct Traffic,No,No,1,3.0,880,3.0,Email Link Clicked,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
624815,Landing Page Submission,bing,No,No,1,3.0,399,3.0,SMS Sent,Media and Advertising,Unemployed,No,No,No,No,No,No,,,No
614251,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
627773,Landing Page Submission,Direct Traffic,No,No,0,2.0,332,2.0,Email Opened,International Business,,No,No,No,No,No,No,,,Yes
635754,Landing Page Submission,Direct Traffic,No,No,0,4.0,54,4.0,Email Opened,Human Resource Management,,No,No,No,No,No,No,13.0,16.0,Yes
581353,Landing Page Submission,Direct Traffic,No,No,0,3.0,1094,3.0,Page Visited on Website,Media and Advertising,,No,No,No,No,No,No,15.0,17.0,Yes
596726,Landing Page Submission,Organic Search,No,No,0,2.0,151,2.0,Converted to Lead,Business Administration,Unemployed,No,No,No,No,No,No,,,Yes
651910,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
586820,Landing Page Submission,Direct Traffic,No,No,0,2.0,351,2.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
634068,Lead Add Form,Reference,Yes,No,1,0.0,0,0.0,SMS Sent,"Banking, Investment And Insurance",Working Professional,No,No,No,No,No,No,,,No
629658,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Hospitality Management,Unemployed,No,No,No,No,No,No,,,No
633775,API,Google,No,No,1,2.0,1494,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
591908,API,Organic Search,No,No,1,3.0,1622,3.0,Email Opened,Business Administration,Working Professional,No,No,No,No,No,No,16.0,16.0,No
633945,Lead Add Form,,No,No,1,0.0,0,0.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
656939,Landing Page Submission,Google,No,No,0,8.0,149,2.0,Chat Conversation,Finance Management,,No,No,No,No,No,No,14.0,18.0,Yes
650506,Landing Page Submission,Organic Search,No,No,0,8.0,266,8.0,Email Opened,Healthcare Management,Unemployed,No,No,No,No,No,No,14.0,15.0,No
659238,Landing Page Submission,Direct Traffic,No,No,0,1.0,127,1.0,Converted to Lead,Finance Management,Unemployed,No,No,No,No,No,No,16.0,18.0,Yes
637159,Landing Page Submission,Google,No,No,1,3.0,1621,3.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,14.0,17.0,No
622783,Landing Page Submission,Direct Traffic,No,No,0,7.0,255,2.33,Page Visited on Website,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
585388,Landing Page Submission,Organic Search,Yes,No,0,17.0,96,5.67,SMS Sent,Retail Management,Unemployed,No,No,No,No,No,No,15.0,16.0,Yes
614082,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
602359,Landing Page Submission,Direct Traffic,No,No,1,2.0,848,2.0,SMS Sent,IT Projects Management,,No,No,No,No,No,No,,,Yes
645927,API,Google,No,No,1,4.0,1874,4.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No
612484,API,Google,No,No,1,9.0,1416,1.8,SMS Sent,Human Resource Management,Working Professional,No,No,No,No,No,No,,,No
644087,Landing Page Submission,Google,Yes,No,1,5.0,777,5.0,Page Visited on Website,Business Administration,Unemployed,No,No,No,No,No,No,15.0,20.0,No
602214,API,Chat,No,No,1,4.0,56,1.33,Email Opened,Retail Management,Working Professional,No,No,No,No,No,No,,,No
625600,Landing Page Submission,Direct Traffic,No,No,1,3.0,1109,3.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
633105,API,Chat,No,No,1,0.0,0,0.0,Chat Conversation,E-COMMERCE,Unemployed,No,No,No,No,No,No,,,No
582675,Landing Page Submission,Direct Traffic,No,No,0,3.0,325,3.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,13.0,20.0,Yes
641251,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
619930,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
630801,Lead Add Form,,No,No,1,0.0,0,0.0,SMS Sent,Operations Management,Student,No,No,No,No,No,No,,,No
658714,API,Referral Sites,No,No,0,2.0,1944,2.0,Email Opened,,,No,No,No,No,No,No,14.0,13.0,No
658107,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,15.0,15.0,No
587486,Landing Page Submission,Direct Traffic,No,No,0,2.0,886,2.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,13.0,17.0,No
641084,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
654576,API,Google,No,No,1,3.0,1712,3.0,Form Submitted on Website,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,17.0,No
628421,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
608163,API,Organic Search,No,No,1,4.0,1557,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
660558,Landing Page Submission,Organic Search,No,No,0,5.0,170,5.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,14.0,17.0,Yes
614071,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Finance Management,Unemployed,No,No,No,No,No,No,,,No
589807,Landing Page Submission,Direct Traffic,No,No,1,5.0,1155,1.67,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,14.0,14.0,Yes
651812,Lead Add Form,Reference,No,No,1,16.0,1570,5.33,Page Visited on Website,Select,Working Professional,No,No,No,No,No,No,17.0,17.0,No
609002,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,150,2.0,Email Bounced,Hospitality Management,Unemployed,No,No,No,No,No,No,,,Yes
659345,API,Organic Search,No,No,0,4.0,1248,1.33,Email Opened,,,No,No,No,No,No,No,13.0,15.0,No
582309,Landing Page Submission,Direct Traffic,No,No,0,4.0,455,2.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,14.0,19.0,Yes
634320,Landing Page Submission,Direct Traffic,No,No,1,2.0,1138,2.0,SMS Sent,Supply Chain Management,Working Professional,No,No,No,No,No,No,14.0,18.0,Yes
618578,Landing Page Submission,Organic Search,No,No,0,8.0,269,8.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
634875,Landing Page Submission,Google,No,No,1,3.0,48,3.0,Email Opened,IT Projects Management,Student,No,No,No,No,No,No,14.0,15.0,No
587418,Landing Page Submission,Google,Yes,No,1,4.0,1269,2.0,Email Bounced,Business Administration,Working Professional,No,No,No,No,No,No,14.0,20.0,No
594523,Landing Page Submission,Google,No,No,1,4.0,752,4.0,Email Opened,Finance Management,Working Professional,No,No,No,No,No,No,12.0,15.0,No
628570,API,Organic Search,No,No,0,4.0,135,4.0,Email Opened,,,No,No,No,No,No,No,,,No
630863,Landing Page Submission,Direct Traffic,No,No,0,4.0,488,4.0,Email Opened,Media and Advertising,,No,No,No,No,No,No,,,Yes
605230,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Marketing Management,Working Professional,No,No,No,No,No,No,,,No
652500,Landing Page Submission,Google,No,No,0,3.0,334,3.0,Form Submitted on Website,Marketing Management,,No,No,No,No,No,No,13.0,18.0,No
616059,Landing Page Submission,Google,No,No,1,6.0,1027,3.0,Page Visited on Website,Marketing Management,Unemployed,No,No,No,No,No,No,13.0,20.0,Yes
660149,API,Google,No,No,0,6.0,1225,6.0,Page Visited on Website,Supply Chain Management,Unemployed,No,No,No,No,No,No,12.0,15.0,No
609464,API,Google,No,No,0,3.0,248,3.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
611211,Landing Page Submission,Organic Search,No,No,0,5.0,171,2.5,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
606136,Landing Page Submission,Organic Search,No,No,0,6.0,22,6.0,SMS Sent,International Business,,No,No,No,No,No,No,,,No
648086,API,Direct Traffic,Yes,No,0,20.0,808,2.86,Email Bounced,Supply Chain Management,Unemployed,No,No,No,No,No,No,15.0,14.0,Yes
605652,Landing Page Submission,Google,No,No,1,4.0,1052,4.0,SMS Sent,Marketing Management,Working Professional,No,No,No,No,No,No,,,No
590153,Landing Page Submission,Direct Traffic,No,No,0,4.0,236,4.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,10.0,18.0,Yes
655206,API,Referral Sites,No,No,0,4.0,396,2.0,Email Opened,,,No,No,No,No,No,No,13.0,13.0,No
655886,API,Referral Sites,No,No,0,11.0,366,3.67,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
653053,Landing Page Submission,Google,No,No,0,2.0,169,2.0,Email Opened,Finance Management,,No,No,No,No,No,No,13.0,17.0,No
593765,API,Google,No,No,0,2.0,70,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
588573,Landing Page Submission,Google,No,No,1,2.0,442,2.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No
657586,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,"Banking, Investment And Insurance",Working Professional,No,No,No,No,No,No,14.0,19.0,No
642218,Landing Page Submission,Google,No,No,0,3.0,295,3.0,Email Opened,Business Administration,,No,No,No,No,No,No,13.0,18.0,No
586511,API,Organic Search,Yes,No,0,1.0,1323,1.0,Email Bounced,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
604717,Landing Page Submission,Direct Traffic,No,No,1,3.0,1492,1.5,Email Opened,International Business,Unemployed,No,No,No,No,No,No,,,Yes
658234,Landing Page Submission,Google,No,No,0,5.0,207,2.5,Form Submitted on Website,Finance Management,,No,No,No,No,No,No,12.0,18.0,No
645148,Landing Page Submission,Direct Traffic,No,No,0,6.0,95,2.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
608316,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,453,2.0,Email Bounced,Travel and Tourism,Unemployed,No,No,No,No,No,No,,,No
610330,API,Organic Search,No,No,1,6.0,1201,3.0,SMS Sent,Media and Advertising,Unemployed,No,No,No,No,No,No,,,No
619022,API,Organic Search,No,No,0,9.0,251,4.5,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
604906,API,Chat,No,No,1,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
625380,API,Google,No,No,0,1.0,275,1.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,,,No
616046,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,12.0,15.0,No
589162,Landing Page Submission,Google,No,No,0,3.0,239,3.0,Email Opened,Media and Advertising,Unemployed,No,No,No,No,No,No,14.0,17.0,Yes
598615,API,Chat,Yes,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
655227,API,Google,No,No,0,2.0,134,2.0,Email Opened,,,No,No,No,No,No,No,14.0,15.0,No
645294,API,Google,No,No,1,2.0,1520,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
633260,Landing Page Submission,Google,No,No,0,3.0,159,3.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,No
633962,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Operations Management,Working Professional,No,No,No,No,No,No,,,No
603000,Landing Page Submission,Direct Traffic,No,No,1,4.0,1068,4.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
590504,API,Google,No,No,0,2.0,69,1.0,Email Opened,,,No,No,No,No,No,No,17.0,15.0,No
618713,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
581753,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,116,2.0,Email Bounced,Services Excellence,,No,No,No,No,No,No,15.0,14.0,Yes
646501,API,Google,No,No,0,3.0,1395,1.5,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
597458,Landing Page Submission,Direct Traffic,No,No,1,4.0,1119,4.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
591762,API,Chat,No,No,0,4.0,77,2.0,Page Visited on Website,Finance Management,Student,No,No,No,No,No,No,14.0,16.0,No
598098,Landing Page Submission,Direct Traffic,No,No,0,2.0,1372,2.0,SMS Sent,Retail Management,Unemployed,No,No,No,No,No,No,,,Yes
626694,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,349,1.0,Email Bounced,Operations Management,Unemployed,No,No,No,No,No,No,,,Yes
642278,Landing Page Submission,Google,No,No,0,3.0,1334,3.0,Email Opened,Human Resource Management,,No,No,No,No,No,No,14.0,17.0,No
641510,API,Google,No,No,0,2.0,335,2.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
636182,Landing Page Submission,Direct Traffic,No,No,0,2.0,924,2.0,Email Opened,Human Resource Management,,No,No,No,No,No,No,13.0,17.0,No
649504,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
655125,Landing Page Submission,Google,No,No,0,4.0,1640,4.0,Chat Conversation,Hospitality Management,,No,No,No,No,No,No,15.0,15.0,No
618705,API,Google,No,No,0,2.0,118,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
602317,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Student,No,No,No,No,No,No,,,No
595399,Landing Page Submission,Direct Traffic,No,No,0,2.0,197,2.0,SMS Sent,Marketing Management,,No,No,No,No,No,No,,,Yes
607867,Landing Page Submission,Direct Traffic,No,No,0,3.0,1577,3.0,Page Visited on Website,Human Resource Management,,No,No,No,No,No,No,,,Yes
