id,origen,fuente,no_enviar_email,no_llamar,compra,visitas_total,tiempo_en_site_total,paginas_vistas_visita,ult_actividad,ambito,ocupacion,conociste_google,conociste_revista,conociste_periodico,conociste_youtube,conociste_facebook,conociste_referencias,score_actividad,score_perfil,descarga_lm
641017,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Operations Management,Working Professional,No,No,No,No,No,No,15.0,16.0,No
641008,API,Google,No,No,1,3.0,1231,1.5,SMS Sent,Media and Advertising,Other,No,No,No,No,No,No,14.0,15.0,No
640995,Landing Page Submission,Google,No,No,0,5.0,216,5.0,Email Opened,Finance Management,,No,No,No,No,No,No,13.0,18.0,No
640974,Landing Page Submission,Google,No,No,1,4.0,1396,4.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,15.0,17.0,No
640972,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,16.0,No
640969,Landing Page Submission,Google,No,No,1,4.0,1696,4.0,Page Visited on Website,Human Resource Management,Unemployed,No,No,No,No,No,No,16.0,20.0,No
640961,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,,,No,No,No,No,No,No,15.0,15.0,No
640957,Landing Page Submission,Direct Traffic,No,No,1,2.0,1020,2.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,14.0,20.0,No
640952,API,Google,No,No,0,2.0,81,2.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
640928,Landing Page Submission,Google,Yes,No,0,3.0,1416,3.0,SMS Sent,Marketing Management,,No,No,No,No,No,No,14.0,18.0,No
640921,API,Google,No,No,0,1.0,362,1.0,Converted to Lead,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,14.0,No
640909,Landing Page Submission,Google,No,No,0,4.0,235,4.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,10.0,18.0,No
640896,Landing Page Submission,Direct Traffic,No,No,0,2.0,530,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No
640890,API,Organic Search,No,No,0,2.0,471,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,16.0,14.0,No
640869,API,Google,No,No,0,3.0,382,1.5,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No
640866,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No
640818,Landing Page Submission,Direct Traffic,No,No,0,2.0,1419,2.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
640806,Landing Page Submission,Direct Traffic,No,No,0,2.0,371,2.0,Email Opened,Operations Management,,No,No,No,No,No,No,13.0,18.0,Yes
640771,Landing Page Submission,Direct Traffic,No,No,0,5.0,13,1.25,Page Visited on Website,Rural and Agribusiness,Unemployed,No,No,No,No,No,No,13.0,17.0,No
640766,Landing Page Submission,Organic Search,No,No,0,3.0,420,3.0,Email Opened,Healthcare Management,Unemployed,No,No,No,No,No,No,13.0,15.0,Yes
640752,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,,,No,No,No,No,No,No,15.0,15.0,No
640751,API,Google,No,No,1,2.0,1043,2.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,14.0,15.0,No
640717,API,Google,No,No,1,3.0,1490,3.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No
640714,Landing Page Submission,Organic Search,No,No,1,13.0,1219,2.17,Chat Conversation,Business Administration,Unemployed,No,No,No,No,No,No,14.0,17.0,Yes
640707,Landing Page Submission,Direct Traffic,No,No,0,2.0,11,2.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,15.0,17.0,Yes
640698,Landing Page Submission,Direct Traffic,Yes,No,1,1.0,961,1.0,Email Bounced,Business Administration,,No,No,No,No,No,No,14.0,17.0,Yes
640674,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
640652,API,Chat,No,No,1,0.0,0,0.0,Email Opened,IT Projects Management,Working Professional,No,No,No,No,No,No,15.0,15.0,No
640642,Landing Page Submission,Direct Traffic,No,No,0,9.0,57,1.8,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
640639,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
640630,API,Chat,No,No,1,3.0,1228,1.5,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
640614,Landing Page Submission,Direct Traffic,No,No,0,2.0,262,2.0,Email Opened,Operations Management,,No,No,No,No,No,No,14.0,17.0,Yes
640584,Landing Page Submission,Direct Traffic,No,No,0,3.0,76,3.0,Email Opened,IT Projects Management,,No,No,No,No,No,No,12.0,13.0,Yes
640577,API,Google,No,No,1,4.0,1125,2.0,Page Visited on Website,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No
640576,Landing Page Submission,Google,No,No,1,5.0,321,2.5,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
640572,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
640542,Landing Page Submission,Google,No,No,0,3.0,263,1.5,Email Opened,Supply Chain Management,,No,No,No,No,No,No,13.0,18.0,Yes
640527,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Student,No,No,No,No,No,No,17.0,14.0,No
640525,Landing Page Submission,Google,No,No,1,2.0,882,2.0,Email Opened,Operations Management,Working Professional,No,No,No,No,No,No,14.0,20.0,No
640506,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
640502,Landing Page Submission,Google,Yes,No,0,5.0,889,5.0,Page Visited on Website,Marketing Management,,No,No,No,No,No,No,15.0,17.0,No
640498,Landing Page Submission,Direct Traffic,No,No,0,6.0,1431,6.0,Email Opened,"Banking, Investment And Insurance",,No,No,No,No,No,No,14.0,18.0,No
640494,Landing Page Submission,Google,No,No,0,2.0,216,2.0,Converted to Lead,International Business,Unemployed,No,No,No,No,No,No,14.0,17.0,No
640469,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,19.0,No
640459,Landing Page Submission,Google,No,No,1,6.0,1626,6.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,16.0,18.0,No
640446,Landing Page Submission,Direct Traffic,No,No,1,5.0,1591,5.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,20.0,No
640442,Landing Page Submission,Organic Search,No,No,1,4.0,852,4.0,Email Link Clicked,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No
640435,Landing Page Submission,Google,No,No,0,4.0,137,4.0,Email Opened,Supply Chain Management,,No,No,No,No,No,No,13.0,18.0,No
640421,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,15.0,No
640415,Landing Page Submission,Direct Traffic,No,No,1,3.0,96,3.0,SMS Sent,Travel and Tourism,Unemployed,No,No,No,No,No,No,15.0,16.0,Yes
640411,Landing Page Submission,Direct Traffic,No,No,0,6.0,652,2.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No
640398,API,Google,Yes,No,0,3.0,1302,3.0,Email Bounced,,,No,No,No,No,No,No,12.0,15.0,No
640391,Landing Page Submission,Organic Search,No,No,1,11.0,900,11.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,17.0,18.0,Yes
640387,Landing Page Submission,Organic Search,No,No,1,4.0,41,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,20.0,Yes
640385,API,Google,No,No,1,10.0,1489,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
640384,API,Organic Search,No,No,0,3.0,236,1.5,Email Opened,Select,Unemployed,No,No,No,No,No,No,10.0,15.0,No
640373,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
640364,Landing Page Submission,Google,No,No,1,3.0,694,3.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,15.0,19.0,No
640326,Landing Page Submission,Google,No,No,0,3.0,87,3.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,12.0,16.0,No
640308,API,Chat,Yes,No,0,0.0,0,0.0,Email Bounced,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
640295,Lead Add Form,Reference,No,No,1,,1212,,,Finance Management,Student,No,No,No,No,No,No,14.0,20.0,No
640278,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,16.0,No
640256,Landing Page Submission,Google,No,No,1,4.0,464,2.0,Email Opened,Retail Management,Student,No,No,No,No,No,No,14.0,20.0,Yes
640238,Landing Page Submission,Organic Search,No,No,0,14.0,255,7.0,Chat Conversation,Media and Advertising,Unemployed,No,No,No,No,No,No,15.0,17.0,Yes
640222,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
640205,Lead Add Form,Reference,No,No,1,7.0,866,7.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,16.0,19.0,No
640191,Lead Add Form,Reference,No,No,1,3.0,1441,3.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,16.0,19.0,Yes
640187,API,Google,No,No,1,2.0,1017,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
640177,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,15.0,19.0,No
640156,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,19.0,No
640149,Landing Page Submission,Google,No,No,1,5.0,314,5.0,SMS Sent,Travel and Tourism,Student,No,No,No,No,No,No,15.0,16.0,No
640135,Landing Page Submission,Google,No,No,1,4.0,1046,4.0,SMS Sent,"Banking, Investment And Insurance",Working Professional,No,No,No,No,No,No,14.0,19.0,No
640133,API,Google,No,No,0,3.0,89,1.5,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,14.0,14.0,No
640127,Landing Page Submission,Direct Traffic,No,No,1,1.0,1320,1.0,Email Bounced,Marketing Management,Working Professional,No,No,No,No,No,No,14.0,18.0,No
640120,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Rural and Agribusiness,Student,No,No,No,No,No,No,14.0,16.0,No
640115,Lead Add Form,,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,16.0,No
640112,API,Google,No,No,0,2.0,340,2.0,SMS Sent,,,No,No,No,No,No,No,14.0,15.0,No
640108,API,Google,No,No,1,2.0,1349,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
640096,API,Google,No,No,1,3.0,92,1.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,15.0,14.0,No
640073,API,Google,No,No,1,5.0,1484,5.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No
640071,API,Google,No,No,1,5.0,1030,5.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No
640067,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
640057,Landing Page Submission,Google,No,No,1,10.0,147,2.5,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,20.0,No
640041,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
640035,Landing Page Submission,Google,No,No,1,9.0,128,4.5,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,13.0,20.0,Yes
640032,Landing Page Submission,Google,No,No,0,4.0,1614,4.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No
640027,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
640024,Landing Page Submission,Google,No,No,0,3.0,93,1.5,Email Opened,Rural and Agribusiness,Unemployed,No,No,No,No,No,No,14.0,14.0,No
640021,API,Google,No,No,0,2.0,344,2.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
640009,Landing Page Submission,Google,No,No,0,5.0,301,5.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,12.0,17.0,Yes
640007,API,Google,No,No,0,1.0,200,1.0,Converted to Lead,Supply Chain Management,Unemployed,No,No,No,No,No,No,14.0,14.0,No
640002,Landing Page Submission,Google,No,No,0,4.0,234,4.0,Chat Conversation,Operations Management,,No,No,No,No,No,No,15.0,18.0,No
639977,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Supply Chain Management,Working Professional,No,No,No,No,No,No,15.0,18.0,No
639967,API,Google,No,No,1,2.0,1554,2.0,Email Opened,Finance Management,Working Professional,No,No,No,No,No,No,15.0,17.0,No
639937,API,Google,No,No,0,2.0,371,2.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,11.0,15.0,No
639895,Landing Page Submission,Google,Yes,No,0,5.0,1313,1.67,Unreachable,Human Resource Management,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
639881,Landing Page Submission,Google,Yes,No,0,5.0,1287,2.5,Page Visited on Website,Business Administration,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
639874,API,Chat,No,No,0,0.0,0,0.0,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
639868,API,Direct Traffic,No,No,1,13.0,20,2.6,Had a Phone Conversation,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,16.0,17.0,No
639863,Landing Page Submission,Direct Traffic,No,No,0,4.0,166,4.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,10.0,18.0,No
639859,Landing Page Submission,Organic Search,No,No,1,3.0,312,1.5,Email Link Clicked,Services Excellence,Working Professional,No,No,No,No,No,No,14.0,15.0,Yes
639852,Landing Page Submission,Direct Traffic,No,No,0,4.0,349,4.0,Page Visited on Website,International Business,Unemployed,No,No,No,No,No,No,15.0,18.0,No
639824,Landing Page Submission,Direct Traffic,No,No,1,13.0,998,2.17,SMS Sent,Healthcare Management,Working Professional,No,No,No,No,No,No,16.0,15.0,Yes
639815,Landing Page Submission,Direct Traffic,No,No,0,2.0,144,2.0,SMS Sent,E-COMMERCE,Unemployed,No,No,No,No,No,No,13.0,15.0,Yes
639772,Landing Page Submission,Direct Traffic,No,No,0,7.0,151,1.4,Email Opened,"Banking, Investment And Insurance",,No,No,No,No,No,No,15.0,18.0,No
639710,API,Google,No,No,1,3.0,992,3.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
639709,API,Google,No,No,0,1.0,176,1.0,Converted to Lead,,,No,No,No,No,No,No,16.0,15.0,No
639685,Landing Page Submission,Google,No,No,0,2.0,1269,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,18.0,No
639636,Lead Add Form,Reference,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,19.0,No
639624,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,16.0,No
639620,Landing Page Submission,Google,No,No,1,8.0,1391,2.67,Email Opened,Business Administration,Working Professional,No,No,No,No,No,No,14.0,20.0,No
639603,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,20.0,No
639600,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
639589,API,Google,No,No,0,2.0,158,1.0,Email Link Clicked,Select,Unemployed,No,No,No,No,No,No,11.0,14.0,No
639585,Landing Page Submission,Direct Traffic,No,No,0,4.0,82,4.0,Page Visited on Website,Travel and Tourism,Unemployed,No,No,No,No,No,No,14.0,14.0,Yes
639583,Landing Page Submission,Organic Search,No,No,1,7.0,1242,3.5,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
639580,Landing Page Submission,Direct Traffic,No,No,0,4.0,1236,4.0,Page Visited on Website,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
639577,API,Google,No,No,1,2.0,1696,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,11.0,15.0,No
639575,API,Chat,No,No,0,2.0,267,1.0,Form Submitted on Website,Media and Advertising,,No,No,No,No,No,No,14.0,15.0,Yes
639571,Landing Page Submission,Organic Search,No,No,1,4.0,344,4.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,20.0,Yes
639564,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
639541,API,Organic Search,No,No,0,16.0,1278,4.0,Page Visited on Website,,,No,No,No,No,No,No,11.0,15.0,No
639530,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
639528,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
639509,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
639507,API,Google,No,No,1,2.0,915,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
639506,Landing Page Submission,Direct Traffic,No,No,0,2.0,240,2.0,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,14.0,15.0,No
639464,Landing Page Submission,Organic Search,No,No,0,4.0,229,2.0,Email Opened,Supply Chain Management,,No,No,No,No,No,No,14.0,16.0,No
639460,Landing Page Submission,Google,No,No,0,6.0,422,6.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,13.0,16.0,No
639459,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,16.0,15.0,No
639458,API,Organic Search,No,No,1,7.0,998,1.75,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
639455,API,Google,No,No,1,3.0,1557,3.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,15.0,16.0,No
639449,Landing Page Submission,Google,No,No,1,7.0,1380,7.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,15.0,16.0,Yes
639444,API,Google,No,No,1,3.0,318,3.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
639435,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
639434,API,Google,No,No,0,2.0,884,2.0,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
639428,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
639415,Landing Page Submission,Direct Traffic,No,No,1,5.0,1656,5.0,SMS Sent,Media and Advertising,Unemployed,No,No,No,No,No,No,14.0,19.0,Yes
639408,Landing Page Submission,Google,No,No,1,7.0,940,7.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,20.0,Yes
639391,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
639385,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
639373,Landing Page Submission,Google,No,No,1,9.0,127,3.0,SMS Sent,Finance Management,Working Professional,No,No,No,No,No,No,15.0,18.0,No
639359,Landing Page Submission,Direct Traffic,No,No,0,7.0,522,7.0,Email Opened,Supply Chain Management,,No,No,No,No,No,No,13.0,17.0,Yes
639358,Landing Page Submission,Google,No,No,0,10.0,1159,2.5,Page Visited on Website,Finance Management,,No,No,No,No,No,No,15.0,17.0,No
639343,Landing Page Submission,Organic Search,No,No,0,6.0,1243,6.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,16.0,18.0,Yes
639342,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,17.0,No
639333,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Healthcare Management,Student,No,No,No,No,No,No,15.0,16.0,No
639321,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,19.0,No
639320,API,Google,No,No,1,2.0,1025,2.0,Form Submitted on Website,Business Administration,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
639314,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,16.0,15.0,No
639312,Landing Page Submission,Organic Search,No,No,1,16.0,1804,2.67,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,16.0,18.0,Yes
639311,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,17.0,No
639297,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,17.0,No
639296,Landing Page Submission,Direct Traffic,No,No,1,4.0,1425,4.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,16.0,15.0,Yes
639293,Landing Page Submission,Direct Traffic,No,No,0,6.0,34,3.0,Unreachable,IT Projects Management,,No,No,No,No,No,No,13.0,13.0,Yes
639288,Lead Add Form,Reference,No,No,1,,1413,,Email Bounced,Select,Unemployed,No,No,No,No,No,No,14.0,17.0,No
639282,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,17.0,No
639253,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Human Resource Management,Working Professional,No,No,No,No,No,No,15.0,19.0,No
639249,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
639246,Lead Add Form,Reference,No,No,1,,1261,,,Select,Unemployed,No,No,No,No,No,No,14.0,17.0,No
639245,API,Google,No,No,1,3.0,684,3.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
639242,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
639224,Landing Page Submission,Direct Traffic,No,No,0,4.0,66,1.33,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,13.0,13.0,Yes
639214,Landing Page Submission,Google,No,No,1,5.0,651,2.5,Email Opened,Human Resource Management,,No,No,No,No,No,No,12.0,18.0,No
639211,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Link Clicked,Services Excellence,Unemployed,No,No,No,No,No,No,14.0,16.0,No
639205,API,Google,No,No,0,2.0,433,2.0,Email Opened,,,No,No,No,No,No,No,13.0,15.0,No
639204,API,Google,No,No,0,2.0,910,1.0,Chat Conversation,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,17.0,No
639181,Lead Add Form,Reference,Yes,No,1,,1606,,Email Bounced,Finance Management,Unemployed,No,No,No,No,No,No,14.0,19.0,No
639176,Landing Page Submission,Direct Traffic,No,No,0,9.0,280,3.0,Email Opened,Business Administration,,No,No,No,No,No,No,15.0,17.0,Yes
639157,API,Organic Search,No,No,1,7.0,1141,1.75,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
639150,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
639147,Landing Page Submission,Organic Search,No,No,1,4.0,95,4.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,14.0,No
639137,Landing Page Submission,Google,No,No,0,4.0,10,4.0,SMS Sent,Human Resource Management,,No,No,No,No,No,No,14.0,17.0,No
639121,API,Chat,No,No,1,23.0,1677,2.09,Chat Conversation,Business Administration,Unemployed,No,No,No,No,No,No,17.0,14.0,No
639109,Landing Page Submission,Direct Traffic,No,No,0,3.0,89,3.0,SMS Sent,"Banking, Investment And Insurance",,No,No,No,No,No,No,13.0,18.0,Yes
639104,Landing Page Submission,Google,No,No,1,5.0,934,2.5,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
639099,Lead Add Form,Reference,No,No,1,2.0,961,2.0,Unreachable,IT Projects Management,Unemployed,No,No,No,No,No,No,16.0,16.0,No
639086,API,Google,No,No,1,2.0,1328,1.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
639079,API,Chat,Yes,No,1,0.0,0,0.0,Email Bounced,,,No,No,No,No,No,No,14.0,15.0,No
639056,Landing Page Submission,Organic Search,No,No,1,5.0,1728,5.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,15.0,15.0,Yes
639055,Landing Page Submission,Google,No,No,1,3.0,1713,3.0,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,15.0,15.0,No
639044,API,Google,No,No,0,2.0,393,2.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
639022,API,Google,No,No,0,2.0,108,2.0,Page Visited on Website,,,No,No,No,No,No,No,16.0,15.0,No
639020,API,Google,No,No,1,4.0,1279,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
639019,Landing Page Submission,Direct Traffic,No,No,0,4.0,99,2.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
639017,API,Google,No,No,0,2.0,1161,2.0,Page Visited on Website,,,No,No,No,No,No,No,13.0,15.0,No
639014,Landing Page Submission,Direct Traffic,No,No,0,10.0,887,1.43,Email Opened,Business Administration,,No,No,No,No,No,No,13.0,18.0,Yes
638999,Landing Page Submission,Direct Traffic,No,No,0,9.0,41,2.25,Page Visited on Website,Business Administration,,No,No,No,No,No,No,13.0,18.0,No
638954,API,Google,No,No,1,12.0,830,2.4,Email Opened,E-COMMERCE,Unemployed,No,No,No,No,No,No,15.0,15.0,Yes
638937,Landing Page Submission,Google,No,No,0,5.0,1027,5.0,Page Visited on Website,Rural and Agribusiness,Unemployed,No,No,No,No,No,No,15.0,13.0,No
638922,Landing Page Submission,Google,No,No,0,8.0,137,4.0,Email Opened,Marketing Management,,No,No,No,No,No,No,13.0,16.0,Yes
638889,Landing Page Submission,Direct Traffic,No,No,0,3.0,1873,1.5,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
638885,Landing Page Submission,Direct Traffic,No,No,0,2.0,281,2.0,Email Opened,Rural and Agribusiness,Unemployed,No,No,No,No,No,No,13.0,15.0,Yes
638862,Landing Page Submission,Direct Traffic,No,No,0,5.0,94,5.0,SMS Sent,,,No,No,No,No,No,No,16.0,17.0,No
638858,API,Google,No,No,0,5.0,118,5.0,Email Opened,,,No,No,No,No,No,No,13.0,15.0,No
638855,Landing Page Submission,Direct Traffic,No,No,0,3.0,182,3.0,SMS Sent,Retail Management,,No,No,No,No,No,No,14.0,17.0,Yes
638851,Landing Page Submission,Google,No,No,0,8.0,262,8.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,13.0,18.0,No
638770,API,Google,No,No,0,1.0,257,1.0,Unreachable,,,No,No,No,No,No,No,13.0,15.0,No
638764,Landing Page Submission,Google,No,No,1,5.0,3,2.5,SMS Sent,Operations Management,Working Professional,No,No,No,No,No,No,15.0,18.0,No
